吖	口丫
涊	氵刃心
淰	氵𠆢丶㇇心
焾	火𠆢丶㇇心
碾	石尸卄一{𧘇-丿}
秊	禾千
秥	禾占
簐	竹車欠
粘	米占
艌	舟𠆢丶㇇心
蔫	艹正㇉一灬
蹍	𧾷尸卄一{𧘇-丿}
蹨	𧾷𱼀犬灬
躎	𧾷{一}巾乂乂乂乂八
輦	夫夫車
辇	夫夫车
辗	车尸卄一{𧘇-丿}
鮎	魚占
鯰	魚𠆢丶㇇心
鲇	鱼占
鲶	鱼𠆢丶㇇心
鵇	年鳥
黏	禾人氺占
𠕟	冉占
𠗋	冫刃心
𠣇	少力夫夫車
𠫺	厶串十
𠬋	厶厶日生
𡝟	女禾千
𡰫	尸叉
𣎔	月𤣩見
𣐏	木囗又
𤁥	氵夫夫車
𤽿	白𠆢丶㇇心
𥮘	竹𠆢丶㇇心
𥺴	米𠆢丶㇇心
𦁇	糹𠆢二心
𦭁	艹囗又
𦷙	艹禾占
𨇍	𧾷夫夫車
𨋚	車尸又
𨏛	車衣厶厶𠀎
𨚶	年⻏
𨢯	氵𠆢丶㇇心酉
𨴞	門年
𨸱	⻖冉
𩉄	面𱼀犬灬
𩊫	革刃心
𩽴	魚口口厂{⿱𠃍耳}攵
𪐇	禾人氺占心
𪑮	{里}灬十冂丷干
䖆	艹酉衣口口𠀎
娘	女良
嬢	女衣八𠀎
孃	女衣口口𠀎
酿	酉良
醸	酉衣八𠀎
釀	酉衣口口𠀎
𥽬	米衣口口𠀎
𪓃	{里}灬衣口口𠀎
㒟	亻衣馬
㜵	女衣馬
㞙	尸毛水
㠡	山衣馬
㭤	木鸟
㳮	氵尸水
䃵	石衣馬
䐁	⺼豖
䙚	鳥衣
䦊	E𠫔上小
䮍	馬衣
嫋	女𢎥𢎥
嬝	女{鳥-灬}衣
嬲	田力女田力
尿	尸水
脲	⺼尸水
茑	艹鸟
蔦	艹鳥
袅	{鸟减一}衣
裊	{鳥-灬}衣
褭	衣馬
𡘏	大女子
𡝋	女女木
𡝒	女忄攵
𡠿	女{鳥-灬}木
𢶑	扌{鳥-灬}衣
𢸣	扌衣馬
𣟊	木衣馬
𥤂	禾衣馬
𥾇	糹了
𨳀	E𠫔衣馬
𨽖	⻖衣馬
𩖔	頁鳥鳥
𩭑	E𠫔彡赤
𪅝	鳥鳥
𪈼	鳥鳥鳥
㖖	辛口
㘿	土日土
㙞	土自木
㚔	大丷干
㜸	艹丿㠯辛女
㡪	巾爫尸止几巳夊
㩶	扌竹{一}巾乂乂乂乂八
㮆	木𠆢羊
㴪	氵自木
㸎	火耳耳耳
䂼	石𠆢丶㇇心
䄒	礻𠆢丶㇇心
䌜	糹业丷一未
䜓	訁艹世木
䯀	馬耳耳耳
䯅	马耳又又
䯵	E𠫔彡十廾
啮	口止凵人
嗫	口耳又又
噛	口止凵米
嚙	口止凵人人一人人
囁	口耳耳耳
囐	口虍鬲犬
囓	口丰刀止凵人人一人人
圼	日土
孼	屮丿㠯辛子
孽	艹丿㠯辛子
嵲	山自木
嶭	山丿㠯辛
巕	山艹丿㠯辛女
帇	肀巾
捏	扌日土
揑	扌臼工
摄	扌耳又又
攝	扌耳耳耳
敜	𠆢丶㇇心攵
枿	木十廾
槷	土儿土丸木
櫱	屮丿㠯辛木
涅	氵日土
湼	氵臼土
痆	疒尸匕
篞	竹氵日土
籋	竹{一}巾乂乂乂乂八
糱	屮丿㠯辛米
糵	艹丿㠯辛米
聂	耳又又
聶	耳耳耳
臬	自木
臲	自木⺈厂㔾
苶	艹𠆢小
菍	艹𠆢丶㇇心
蘖	艹丿㠯辛木
蠥	屮丿㠯辛虫
讘	訁耳耳耳
踂	𧾷耳乚
踗	𧾷𠆢丶㇇心
踙	𧾷耳又
蹑	𧾷耳又又
躡	𧾷耳耳耳
銸	金耳乚
鋷	金耳又
錜	金𠆢丶㇇心
鎳	金自木
鑈	金{一}巾乂乂乂乂八
鑷	金耳耳耳
钀	金虍鬲犬
镊	钅耳又又
镍	钅自木
闑	門自木
陧	⻖日土
隉	⻖臼土
顳	耳耳耳頁
颞	耳又又页
齧	丰刀止凵人人一人人
𠈊	亻𠂆巴
𠶿	口大羊
𡍤	土臼土
𡰆	尢自木
𡴎	屮丿㠯
𡶫	山丿㠯
𡸣	山臼儿
𡾦	山山丿㠯辛
𡾲	山艹丿㠯辛
𡿖	山丰刀止凵人人一人人
𡿗	山艹丿㠯辛木
𢈸	广𠆢丶㇇心
𢫻	扌一去
𣀳	耳耳耳攵
𣌍	日耳耳耳
𣙗	土丷干丸木
𣯭	毛土儿土丸
𣰼	毛耳耳耳
𤭂	舟瓦
𤴘	入肀龰
𤶚	疒日土
𤺐	疒犭曰勹𠃊人
𥔄	石臼土
𥬬	竹肀巾
𥭙	竹耳乚
𥮤	竹隶
𦄌	糹土儿土丸
𦘒	肀十
𦛠	⺼日土
𦞆	⺼臼土
𦡃	⺼口口里
𦯖	艹日土
𦵐	艹臼土
𧁈	艹土儿土丸木
𧋖	虫耳乚
𧞍	衤宀𱼀龴示
𧻼	土龰日土
𨊞	身耳耳耳
𨙓	辶耳耳耳
𨱺	E𠫔士廾
𨲀	E𠫔王廾
𨶠	門鳥
𨻄	⻖自木
𩋏	革𠆢丶㇇心
𩐭	立日𠆢丶㇇心
𩖁	止凵人人一人人頁
𩣘	馬耳𠃊
𪌊	來{夊}夬
𪌿	來{夊}𠆢丶㇇心
𪎃	艹丿㠯辛來{夊}
𪎅	來{夊}艹⻖亠丷厂生
𪘎	止凵人人一人人亠二口
㤛	忄亻壬
䋻	糹十冂丷干
䚾	訁壬
䛘	訁亻壬
囜	囗厶
您	亻⺈小心
拰	扌亻壬
脌	⺼年
𠽝	口口{曲-一}一八
㝕	宀心又
㣷	彳宀心皿丁
㲰	宀心皿丁毛
㿦	士𠃜殳白
䔭	艹宀心用
䗿	虫宀心皿丁
䭢	飠宀心皿丁
佞	亻二女
侫	亻亡女
倿	亻立女
儜	亻宀心皿丁
凝	冫匕矢龴疋
咛	口宀丁
嚀	口宀心皿丁
嬣	女宀心皿丁
宁	宀丁
寍	宀心皿
寕	宀一丿⺫丁
寗	宀必冉
寜	宀心皿亅
寧	宀心皿丁
拧	扌宀丁
擰	扌宀心皿丁
柠	木宀丁
橣	木宀心用
檸	木宀心皿丁
泞	氵宀丁
澝	氵宀心用
濘	氵宀心皿丁
狞	犭宀丁
獰	犭宀心皿丁
甯	宀心用
聍	耳宀丁
聹	耳宀心皿丁
苧	艹宀丁
薴	艹宀心皿丁
鑏	金宀心皿丁
鬡	E𠫔彡宀心皿丁
鸋	宀心皿丁鳥
𡫃	宀心⺫天
𡷪	山山天
𣍆	士𠃜殳曰
𤕦	口口己工乂乂
𤹧	疒心皿丁
𤻝	疒宀心皿丁
𥣗	禾宀心皿丁
𥧤	宀八日小大
𥳥	竹宀心用
𦡲	⺼宀心皿丁
𦡼	匕矢龴疋肉
𧃱	艹口口己工乂乂
𧍖	虫少目
𧑗	虫宀心用
𧕝	宀心⺫虫虫
𧭈	訁宀心皿丁
𩕳	宀心皿丁頁
㺲	𤣩丑
䀔	目刃
䋴	糹矛木
䏔	⺼丑
䒜	艹牛
妞	女丑
孧	幺力子
忸	忄丑
扭	扌丑
汼	氵牛
沑	氵丑
炄	火丑
牛	𠂉十
牜	𠂉丨㇀
狃	犭丑
紐	糹丑
纽	纟丑
莥	艹犭丑
鈕	金丑
钮	钅丑
靵	革丑
𢔟	彳矛木
𣧊	歹丑
𣲶	氵囗九
𥀝	皮宀亻百
𥍳	矛木丑
𥝦	禾丑
𧘥	衤丑
𨋀	車丑
𨙺	丑⻏
𨳞	門丑
𨷁	門土土土兀
𩈇	面丑
𩙷	亠口冂口飛
𩚖	飠丑
𩜷	飠矛木
𩲍	鬼牛
𩵠	魚牛
𪏲	禾人氺丑
㶶	火冖𧘇
㺜	犭曲辰
䁸	目曲辰
䢉	臼丿囗㐅辰
䵜	禾人氺曲辰
侬	亻冖𧘇
儂	亻曲辰
农	冖𧘇
哝	口冖𧘇
噥	口曲辰
挊	扌上下
挵	扌王廾
檂	木曲辰
欁	木曲辰木
浓	氵冖𧘇
濃	氵曲辰
燶	火曲辰
癑	疒曲辰
禯	礻曲辰
秾	禾冖𧘇
穠	禾曲辰
繷	糹曲辰
脓	⺼冖𧘇
膿	⺼曲辰
蕽	艹曲辰
襛	衤曲辰
譨	訁曲辰
農	曲辰
辳	木木辰
醲	酉曲辰
鬞	E𠫔彡曲辰
齈	自田丌曲辰
𠘊	冫曲辰
𥂒	厶𦥔皿
𨑊	夕夕曲辰
𨠤	酉戈十
𨲳	E𠫔曲辰
𩅽	雨曲辰
𩇔	雨云雨云雨云雨云
𩟊	飠曲辰
𪆯	曲辰鳥
𪒬	{里}灬曲辰
㝹	少兔
䅶	禾辰寸
䘫	女口衣
䨲	雨而兔
䰭	而而鬼
搙	扌辰寸
槈	木辰寸
檽	木雨而
獳	犭雨而
羺	羊雨而
耨	耒辰寸
鎒	金辰寸
鐞	金𫜹工口寸
𠲴	口扌殳
𡝦	女爫子乚
𡨻	宀爫子乚
𡭾	小爫子乚
𢉕	广兔
𢉚	广爫子乚
𣻖	氵少⺈𫩏儿
𤟦	犭而大
𥀫	雨而皮
𧂦	艹木而而
𧃨	艹子雨而
𧅘	艹羊雨而
𩆟	兔雨而
𩒔	彐山頁
𪋺	鹿鬼雨而
㚢	亻女
䢞	辶木木
伮	亻女又
傉	亻辰寸
努	女又力
奴	女又
孥	女又子
帑	女又巾
弩	女又弓
怒	女又心
砮	女又石
笯	竹女又
胬	女又肉
駑	女又馬
驽	女又马
𠴂	口女又力
𢪦	扌厂匕
𢫓	扌女又
𢫭	扌肉
𥅄	女又目
𥛑	示辰寸
𥤨	宀八女
𥱂	竹{聿}水
𧉭	女又虫
𧪅	訁女又心
𧿔	𧾷丑
㬉	日而大
䎡	而火
䙇	衤而大
奻	女女
暖	日爫一𠂇又
渜	氵而大
湪	氵彑𧰨
煖	火爫一𠂇又
煗	火而大
餪	飠而大
𪋐	鹿而大
㐡	九而大
㑚	亻𭃂⻏
㔮	艹中天厶⺝匕匕
㛂	女𠂆巴
㡅	巾夕夕
㰙	木艹中天亻{隹右}
䚥	⺈用𢎥𢎥
傩	亻又亻{隹右}
儺	亻艹中天亻{隹右}
喏	口艹𠂇口
愞	忄而大
懦	忄雨而
懧	忄宀心皿丁
挪	扌𭃂⻏
掿	扌艹𠂇口
搦	扌𢎥𢎥
梛	木𭃂⻏
榒	木𢎥𢎥
橠	木衣夕夕
稬	禾而大
穤	禾雨而
糑	米𢎥𢎥
糥	米而而
糯	米雨而
耎	而大
諾	訁艹𠂇口
诺	讠艹𠂇口
蹃	𧾷艹𠂇口
逽	辶艹𠂇口
鍩	金艹𠂇口
锘	钅艹𠂇口
𠸱	口丨口示
𠹈	口口里
𡖔	夕夕冄
𡖫	夕夕舟
𡬥	冂𰀁寸
𡿊	艹中天亻{隹右}山
𢜪	忄艹𠂇口
𢰜	扌亠少{𧘇-丿}
𢾲	𢎥𢎥⺊又
𣃽	方𠂉夕夕
𤘟	牜冄
𥑽	石𠂆巴
𥻾	米米及
𦀨	糹𭃂⻏
𦂍	糹艹𠂇口
𦓢	而而而犬
𦩜	舟立口
𧣚	⺈用弓冫
𨁌	𧾷𭃂⻏
𨎭	車衣夕夕
𨙻	冄⻏
𩈺	面{乌}灬
𩴓	鬼艹中天
𩷁	魚𠂆巴
女	𡿨丿一
恧	而心
籹	米女
衂	丿皿刃
衄	丿皿丑
釹	金女
钕	钅女
𥄋	目內
𥍞	矛刃
𦓕	而曳
𦓖	而刃心
䖈	虍匕
䖋	虍几人
婩	女山厂干
疟	疒𰀂
瘧	疒虍𰀂
硸	石山厂干
虐	虍𰀂
𤷡	疒虍几
𨵫	門艹𠂇口
喔	口尸𠫔土
噢	口丿冂釆大
筽	竹口{𠃑大}
㒖	亻艹田冂一丶
㛏	女求
㼴	田冂一丶瓦
䌂	糹尸𠫔土
䌔	糹匚口口口
䚆	艹央見
䥲	金匚口口口欠
䯚	冎⺼幺⺝
偶	亻田冂一丶
区	匚㐅
區	匚口口口
吘	口午
呕	口区
嘔	口匚口口口
塸	土匚口口口
怄	忄区
慪	忄匚口口口
櫙	木艹匚口口口
欧	区欠
歐	匚口口口欠
殴	区殳
毆	匚口口口殳
沤	氵区
漚	氵匚口口口
熰	火匚口口口
瓯	区瓦
甌	匚口口口瓦
禺	田冂一丶
耦	耒田冂一丶
腢	⺼田冂一丶
膒	⺼匚口口口
蕅	艹氵田冂一丶
藕	艹耒田冂一丶
藲	艹木匚口口口
謳	訁匚口口口
讴	讠区
鏂	金匚口口口
鴎	区鳥
鷗	匚口口口鳥
鸥	区鸟
𠙶	凵了
𠢔	匚口口口力
𠥝	匚口口口殳
𠴰	口夂卜口
𡂿	口匚口口口欠
𡈆	囗口口一丂
𡩾	宀匚口口口
𣉾	日匚口口口
𣓕	木木九厶
𣢨	𠂆一口欠
𣽕	氵木木九厶
𤁮	氵艹匚口口口
𤛐	牜匚口口口
𤵎	疒𠂉几
𥈬	目田冂一丶
𥐂	上矢田冂一丶
𥧆	宀八田冂一丶
𥱸	竹匚口口口
𦂕	糹田冂一丶
𧏺	虫匚口口口
𧖼	丿皿夂卜口
𧪓	訁田冂一丶
𩀫	匚口口口亻{隹右}
𩔸	匚口口口頁
𪊪	鹿𠂆一口
𪙃	止凵人人一人人冎口
䔤	艹白百
䯲	E𠫔彡巴
䶕	止凵人人一人人巴
啪	口扌白
妑	女巴
帊	巾巴
帕	巾白
怕	忄白
掱	手手手
杷	木巴
派	氵𠂆{𧘇}
潖	氵𤣩王巴
爬	爪巴
琶	𤣩王巴
筢	竹扌巴
舥	舟巴
葩	艹白巴
袙	衤白
趴	𧾷八
𣚒	木𤣩王巴
𣧜	歹巴
𣱺	水八
𤆵	火巴
𤽉	白分
𥩙	立巴
𦐆	习习巴
𧑡	虫𤣩王巴
𧣃	⺈用巴
𧣣	⺈用夕夕
𨋐	車瓦
𩈆	面巴
𪗔	止凵人人一人人八
㭛	木𠂆{𧘇}
㵺	氵竹{卑上}十
䖰	虫𠂆{𧘇}
俳	亻非
哌	口𠂆{𧘇}
廹	廴白
徘	彳非
拍	扌白
排	扌非
沠	氵爪
渒	氵{卑上}十
湃	氵龵一丰
牌	片{卑上}十
犤	牜罒厶⺝匕匕
猅	犭非
簰	竹片{卑上}十
簲	竹⺼{卑上}十
蒎	艹氵𠂆{𧘇}
輫	車非
迫	辶白
鎃	金氵𠂆{𧘇}
𠂢	𠂆{𧘇}
𠸁	口氵𠂆{𧘇}
𣏟	{木}{木}
𣖐	木辶白
𣴪	氵田丿十
𥯟	竹龵一丰
𥱼	竹氵{卑上}十
𥴖	竹木{卑上}十
𥿯	糹𠂆{𧘇}
𦔠	耒艹{卑上}十
𦩯	舟尸曲
𦫖	⺈巴白
𧵠	出貝
𩛇	飠白
㳪	氵不口
䃑	石舟殳
䃲	石舟殳皿
䈲	竹舟殳
䰉	E𠫔彡舟殳
䰔	E𠫔彡舟殳皿
丬	冫丨
冸	冫半
判	半刂
叛	半𠂆又
媻	舟殳女
幋	舟殳巾
攀	木木乂乂大手
槃	舟殳木
沜	氵片
泮	氵半
洀	氵舟
溿	氵田半
潘	氵釆田
瀊	氵舟殳皿
炍	火𠂆又
爿	𠃊一丿丨
牉	片半
畔	田半
盘	舟皿
盤	舟殳皿
盻	目八丂
盼	目分
眅	目𠂆又
眫	目半
磐	舟殳石
縏	舟殳糸
聁	耳分
肨	⺼丰
胖	⺼半
萠	艹月月
蒰	艹舟殳
蟠	虫釆田
袢	衤半
襻	衤木木乂乂大手
詊	訁半
蹒	𧾷艹两
蹣	𧾷廿巾入入
鋬	扌𠂆又金
鎜	舟殳金
鑻	金木木乂乂大手
鞶	舟殳革
頖	半頁
鵥	半刂鳥
𠽲	口釆皿
𡞟	半𠂆又女
𢰿	手手目
𣁦	文弋一止𠆢王
𣔚	月卩又木
𤄜	氵米釆田
𤄧	氵貝𱼀亠二口
𤖭	片分
𤠍	犭舟殳
𤺏	疒釆田
𤻷	疒舟殳皿
𥈼	舟殳目
𥉟	目舟殳
𥌊	辛辛目
𥕿	釆田石
𦙀	⺼𠂆又
𦪹	舟殳禾丿皿
𧺾	土龰半
𨂝	丷一业足
𨃞	舟殳足
𨃟	𧾷舟殳
𨒃	辶半
𪄀	舟殳鳥
𪒀	舟殳{里}灬
㜊	女尸卄一{𧘇-丿}
㤶	忄龙丿丿
㥬	忄亠丷冖方
㫄	二勹方
䅭	禾亠丷冖方
䒍	亠丷冖方⺈巴
䨦	雨亠丷冖方
䮾	馬龍
乓	丘丶
厐	厂龙
嫎	女亠丷冖方
庞	广龙
徬	彳亠丷冖方
滂	氵亠丷冖方
篣	竹亠丷冖方
耪	耒亠丷冖方
胮	⺼夂㐄
膖	⺼辶夂丰
舽	舟夂㐄
螃	虫亠丷冖方
覫	亠丷冖方見
逄	辶夂㐄
雱	雨方
霶	雨氵亠丷冖方
鰟	魚亠丷冖方
鳑	鱼亠丷冖方
龎	厂龍
龐	广龍
𠗵	冫亠丷冖方
𠦲	⺊日十丿廾
𡅃	口厂龍
𢐊	弓亠丷冖方
𣂆	亠丷冖方斗
𤧭	𤣩亠丷冖方
𥪴	立日十夂㐄
𦜍	⺼方攵
𦣂	⺼山丰丰一口䒑
𧔧	辶夂㐄虫虫
𧿆	𧾷巳
𨜷	亠丷冖方⻏
𩃎	雨氵方
𩅅	雨氵丿干丿干
𩈈	面丰
𩐨	立日夂㐄
𪐿	{里}灬夂㐄
𪔔	士口䒑支夂㐄
㘐	口馬亠父
㚿	女包
㯡	木人氺包
䛌	訁包
䩝	革瓜
䶌	自田丌包
匏	大一丂包
咆	口包
垉	土包
奅	大𠂎卩
庖	广包
抛	扌九力
拋	扌尢力
泡	氵包
爮	爪包
狍	犭包
疱	疒包
皰	皮包
砲	石包
礟	石馬乂乂
礮	石馬亠父
脬	⺼爫子
萢	艹氵包
袍	衤包
褜	⺼包衣
跑	𧾷包
軳	車包
靤	面包
鞄	革包
麅	鹿包
麭	來{夊}包
𠣳	⺊日十勺
𡂘	口鹿灬
𡧙	宀𠂎卩
𡯈	尢人
𡾌	山鹿灬
𢾳	艹日十攵
𣕅	木壬包
𣚇	𰀉冖木包
𣟏	𰀉冖木口口口
𣮃	毛口木
𣶐	氵大𠂎卩
𤔉	爪田
𥶔	竹鹿灬
𦐸	不口习习
𦠖	⺼𰀉冖包
𧙌	衣包
𨋛	車尢力
𨣙	酉雨包
𩂞	雨𠂎卩
𩆘	雨𰀉囗缶
𩎘	𫝀口㐄包
𩎾	𫝀口㐄广包
𩐜	立日包
𩗥	風口巴
𪊳	鹿亠{亦下}
㟝	山立口
㤄	忄十巾
㧩	扌⺇一巾
㫲	日十冖子
㳈	氵{木}
䊃	米⺇一巾
䣙	山月月⻏
䪹	不一頁
䫠	彡頁不口
䲹	不一鳥
伂	亻十巾
佩	亻⺇一巾
俖	亻不口
呸	口丕
培	土立口
姵	女⺇一巾
媐	𦣞巳女
嶏	山厂酉己
帔	巾皮
怌	忄丕
抷	扌丕
斾	方𠂉巾
旆	方𠂉十巾
毰	毛立口
沛	氵十巾
浿	氵貝
淠	氵田丌
珮	𤣩⺇一巾
肧	⺼不
胚	⺼丕
蓜	艹酉己
衃	丿皿不
裴	非衣
裵	衣非
賠	貝立口
赔	贝立口
轡	糸車糸口
辔	纟车纟口
配	酉己
醅	酉立口
錇	金立口
锫	钅立口
阫	⻖不
陪	⻖立口
霈	雨氵十巾
馷	馬十巾
𢁖	巾大
𢘀	忄𠂇丶又
𢥐	忄鹿米
𣍺	月小生
𣬆	匕匕𠂆又
𣯱	⻖立口毛
𤗏	片立口
𤬃	立口瓜
𥄔	目十巾
𥹂	米丕
𦙂	不肉
𦸪	艹氵非
𧳏	豸不口
𧴥	力貝
𨓿	辶非
𨙶	十巾⻏
𨛬	非口巴
𩎜	𫝀口㐄丕
𩖭	風十巾
𩵣	魚不
呠	口本
喷	口十廾贝
噴	口十廾貝
歕	十廾貝欠
湓	氵分皿
瓫	分瓦
盆	分皿
翸	十廾貝习习
葐	艹分皿
𠺔	口用用
𠽾	口丷一业日
𡺜	山分瓦
𪂽	分皿鳥
㛁	女平
㛔	女夂丰
㥊	忄月月
㧸	扌亠口了
㼞	平瓦
䄘	礻亠丷冖方
䡫	車辶夂丰
䰃	E𠫔彡丷一业
䴶	來{夊}夂丰
倗	亻月月
傰	亻山月月
剻	山月月刂
匉	勹平
嘭	口士口䒑彡
塜	土冖一豕
塳	土辶夂丰
弸	弓月月
怦	忄平
恲	忄丷开
憉	忄士口䒑彡
抨	扌平
捀	扌夂丰
捧	扌𡗗𰀁
掽	扌丷一业
朋	月月
梈	木亠口了
棚	木月月
椖	木户方
椪	木丷一业
槰	木辶夂丰
樥	木艹夂丰
泙	氵平
淎	氵𡗗𰀁
淜	氵月月
澎	氵士口䒑彡
烹	亠口了灬
皏	白丷开
砰	石平
硑	石丷开
硼	石月月
碰	石丷一业
磞	石山月月
稝	禾月月
竼	竹凡
篷	竹辶夂丰
纄	糹艹辶夂丰
胓	⺼平
膨	⺼士口䒑彡
芃	艹凡
苹	艹平
蓬	艹辶夂丰
蘕	艹糹辶夂丰
蟚	士口䒑彡虫
蟛	虫士口䒑彡
袶	衤夂㐄
踫	𧾷丷一业
軯	車平
輣	車月月
錋	金月月
鑝	金艹辶夂丰
閛	門平
韸	立日夂丰
韼	立日辶夂丰
駍	馬平
騯	馬亠丷冖方
髼	E𠫔彡夂丰
鬅	E𠫔彡月月
鬔	E𠫔彡辶夂丰
鵬	月月鳥
鹏	月月鸟
𡂫	口艹辶夂丰
𡗗	三人
𡼜	山𤣩月月
𢼩	丷开⺊又
𢽩	月月⺊又
𣟀	木辶艹夂丰
𣨞	歹𡗗𰀁
𤖳	片平
𤘾	牜平
𥕱	石士口䒑彡
𥕽	士口䒑彡石
𦚝	⺼水⺀
𦪪	舟竹夂丰
𦯰	艹厂石
𧌇	虫月月
𧚋	衤夂丰
𧴂	豸辶夂丰
𨂃	𧾷月月
𨅘	士口䒑彡足
𨍩	車亠丷冖方
𨎧	車士口䒑彡
𨎳	車竹夂丰
𨑎	辶乛亅
𨠟	酉平
𨲰	E𠫔毛月月
𨺀	丿㠯釆𠃌
𩄦	雨彳夂丰
𩐛	立日瓦
𩖛	風凡
𩡕	亠丷冖方禾日
𩱀	艹土八口冂儿{一}丨
𩸀	魚月月
𪔍	士口䒑支丰
㓟	皮刂
㔥	罒厶⺝匕匕力
㨽	扌{一}口田刂
㯅	木广{卑上}十
㿙	疒罒罒罒大
䏘	⺼匹
䑀	⺼尸口辛
䑄	⺼自田丌
䚰	訁匕
䚹	訁匕匕
䠘	𧾷丿囗㐅匕匕
䡟	車{卑上}十
䤏	酉非手
䤨	金𠂆{𧘇}
䫌	{卑上}十頁
䰦	鬼{卑上}十
䴙	尸口辛鸟
丕	不一
仳	亻匕匕
伓	亻不
伾	亻丕
僻	亻尸口辛
劈	尸口辛刀
匹	匚儿
啤	口{卑上}十
噼	口尸口辛
噽	士口䒑口丕
嚊	口自田丌
嚭	士口䒑口不口
圮	土己
坯	土丕
埤	土{卑上}十
壀	土尸口辛
媲	女丿囗㐅匕匕
嫓	女⺈冂㐅匕匕
屁	尸匕匕
岯	山丕
庀	广匕
悂	忄匕匕土
憵	尸口辛心
批	扌匕匕
披	扌皮
枇	木匕匕
毗	田匕匕
毘	田匕匕
潎	氵⺌冂小攵
澼	氵尸口辛
炋	火不
焷	火{卑上}十
狉	犭丕
狓	犭皮
琵	𤣩王匕匕
甓	尸口辛瓦
疈	{一}口田{一}口田リ
疋	乛龰
疲	疒皮
痞	疒不口
癖	疒尸口辛
皮	{乛丿丨}又
砒	石匕匕
磇	石丿囗㐅匕匕
礔	石尸口辛
礕	尸口辛石
秛	禾皮
秠	禾丕
篺	竹扌{卑上}十
罴	罒去灬
羆	罒厶⺝匕匕灬
耚	耒皮
脴	⺼不口
脾	⺼{卑上}十
腗	⺼由丌
膍	⺼丿囗㐅匕匕
苉	艹匹
蚍	虫匕匕
蚽	虫丕
蜱	虫{卑上}十
螷	广{卑上}十虫
蠯	广{卑上}十虫虫
譬	尸口辛亠二口
豼	豸匕匕
豾	豸丕
貔	豸丿囗㐅匕匕
邳	不一⻏
郫	{卑上}十⻏
釽	金爪
鈚	金匕匕
鈹	金皮
鉟	金丕
銔	金不十
銢	金亠水
錃	氵皮金
錍	金{卑上}十
铍	钅皮
闢	門尸口辛
阰	⻖匕匕
陴	⻖{卑上}十
隦	⻖尸口辛
霹	雨尸口辛
駓	馬丕
髬	E𠫔彡丕
魮	魚匕匕
魾	魚丕
鮍	魚皮
鲏	鱼皮
鴄	匹鳥
鵧	丷开鳥
鷿	尸口辛鳥
鸊	尸口辛鳥
鼙	士口䒑支{卑上}十
𠜱	{卑上}十刂
𠡄	皮力
𠨸	厂{𧘇}
𠪮	厂尸口辛
𠯔	口匹
𠯭	口日
𠵬	口口口又
𠹦	口匕匕糸
𡊝	瓦土
𡛘	女匹
𡛡	女皮
𡦟	亠口子{卑上}十
𡲮	尸丿囗㐅匕匕
𡶌	山石
𡺮	山厂⺼巴
𢇳	广皮
𢓖	彳丕
𢰘	扌丿囗人廾
𢱧	扌丿囗㐅匕匕
𢻹	匕匕攵
𢾇	{一}口田⺊又
𢾱	丿囗㐅匕匕⺊又
𣓋	木艹匕匕
𣔬	木丿冂又廾
𣖰	木竹匕匕
𣢋	匕匕欠
𣪉	口尸殳
𣬉	丿囗㐅匕匕
𣬮	匹毛
𣬼	毛皮
𣹚	氵丿冂口廾
𣹮	氵丿囗㐅匕匕
𤂃	氵自𠆢{𠕎}
𤖿	片亻氏
𤘢	牜不
𤘤	匕匕牛
𤘹	牜丕
𤚪	牜丿囗㐅匕匕
𤬭	不瓦
𤱍	田皮
𤴣	尸口辛疋
𤼜	疒{卑上}十虫虫
𤿇	皮刀
𤿎	匕匕皮
𤿐	开皮
𤿙	止匕皮
𥀘	习习皮皮
𥔁	石{一}口田
𥤻	宀八匕匕
𥯡	竹田匕匕
𦃋	糹丿囗㐅匕匕
𦊁	罒匕匕
𦘩	⺼八
𦘲	⺼入
𦤢	氵自𠆢一冂卄
𦨭	舟皮
𦰽	艹扌皮
𦹽	艹弓{卑上}十
𧑜	虫𤣩王匕匕
𧧺	訁匕匕土
𧪫	訁丿囗㐅匕匕
𧲺	豸平
𧳼	豸口丷𢎨
𧴉	豸日丷𢎨
𧾑	土龰尸口辛
𨈚	身匕匕
𨐴	尸口辛甲
𨑜	辶下
𨤽	金匕
𨧦	⻖皮金
𨲐	E𠫔夂丕
𨵡	門尸出
𨵩	門{一}口田
𨺤	⻖{一}口田
𩔙	丿囗㐅匕匕頁
𩗫	風{卑上}十
𩜰	飠{一}口田
𩫫	亠口囗口口十{卑上}十
𪄆	丿囗㐅匕匕鳥
𪇊	鳥尸口辛
𪊕	鹿匕匕
𪌈	來{夊}匕匕
𪖞	自田丌皮
𪛎	氵自𠆢一口口口冂卄
㓲	户冂卄刂
㛹	女亻更
㸤	辛片辛
㼐	户冂卄瓜
㾫	疒户冂卄
䏒	⺼片
䮁	馬厶廾
偏	亻户冂卄
囨	囗不
媥	女户冂卄
楄	木户冂卄
楩	木亻更
片	丿丨{一}𠃍
犏	牜户冂卄
篇	竹户冂卄
翩	户冂卄习习
胼	⺼丷开
腁	⺼丿干丿干
覑	片見
諞	訁户冂卄
谝	讠户冂卄
貵	厶大貝
賆	貝丷开
蹁	𧾷户冂卄
鍂	金金
駢	馬丷开
騈	馬丿干丿干
騗	户冂卄馬
騙	馬户冂卄
骈	马丷开
骗	马户冂卄
骿	冎⺼丷开
魸	魚片
𠯯	口片
