a	a art.一;字母A
intangibly	intangibly ad.不能接触地;模糊地;不明白地
intarsia	intarsia n.木造镶嵌细工
integer	integer n.完整的事物;整体;整数 n.整数;整型
integral	integral n.积分;整数 a.整体的;整数的;积分的 n.积分
integrant	integrant a.构成整体的;部分的;必须的 n.要素
integrate	integrate vt.综合;使结合;使成整体 vi.成一体 a.完整的;完全的
integrated	integrated a.综合的;完整的
integration	integration n.综合;完成;集成
integrative	integrative a.综合的;一体化的
integrator	integrator n.综合之人;积算器;积分器
integrity	integrity n.正直;廉正;完整
integument	integument n.覆盖物
intel	intel n.英特尔公司;生产80x86芯片
intellect	intellect n.智力;理解力;知识分子
intellectual	intellectual n.有知识者;知识分子;凭理智做事者 a.智力的;知性的;聪明的
intellectuality	intellectuality n.智力;知性
intellectualise	intellectualise vt.赋与理智
intellectualize	intellectualize vt.赋与理智
intelligence	intelligence n.智力;情报;神
intelligent	intelligent a.聪明的;伶俐的;有才智的
intelligentsia	intelligentsia n.知识界
intelligible	intelligible a.可理解的;易理解的;明了的
intelligibly	intelligibly ad.易理解地
intemperance	intemperance n.不节制;过度;酗酒
intemperate	intemperate a.不节制的;过度的;饮酒过度的
intend	intend vt.计划;打算;意欲
intended	intended a.有意的;故意的;已订婚的 n.已订婚者
intendment	intendment n.真意;正当的解释
intense	intense a.非常的;强烈的;紧张的;热情的
intensifier	intensifier n.使更激烈之物;增强剂
intensify	intensify vt.加强 vi.强化
intensity	intensity n.强烈;紧张;强度
intensive	intensive a.加强的;集中的 n.加强器
intent	intent n.意图;目的;意向 a.专心的;决心的;热心的
intention	intention n.意图;目的;观念
intentional	intentional a.企图的;策划的;故意的
intentioned	intentioned a.有...企图的;出于...意向的
intently	intently ad.一心一意地;心无旁物地;专心地
intentness	intentness n.热心;一心一意的;心无旁物的
inter	inter vt.埋葬;葬;埋 prep.在中间
inter-American	inter-American a.北美与中南美各国间的
interact	interact vi.互相影响;交互作用 n.幕间剧;幕间休息
interaction	interaction n.交互作用;交感
interactive	interactive n.交谈式
interactive boot	interactive boot n.交互式引导
interactiveroutine	interactiveroutine n.交作常式
interblend	interblend vt.混合;相混
interborough	interborough a.自治区间的
interbreed	interbreed vt.vi.(使)异种交配;(使)混种;(使)杂种繁殖
intercalary	intercalary a.闰的;插入中间的;被夹于中间的
intercalate	intercalate vt.置闰;插入
intercalation	intercalation n.置闰;插入
intercede	intercede vi.仲裁;说情;调解
intercellular	intercellular a.在细胞间的
intercept	intercept n.截取;妨碍;截距 vt.拦截;阻止;截取
interceptive	interceptive a.截断的;妨碍的
interceptor	interceptor n.阻止的人;妨碍者;拦截战斗机
intercession	intercession n.仲裁;调解;说项
intercessor	intercessor n.仲裁者;调解人
intercessory	intercessory a.仲裁的;调解的
interchange	interchange n.立体交叉道;互换 vt.交换;互换 vi.交替发生
interchangeable	interchangeable a.可互换的
intercity	intercity a.城市间的
interclass	interclass n.班际
intercollegiate	intercollegiate a.大学间的;大学间联合的;大学间对抗的
intercolumnar	intercolumnar a.柱间的
intercommunicate	intercommunicate vi.互相交往;互相联络;交际
intercommunicating	intercommunicating system^n.互通系统 telephoneset^n.互通电路机
intercommunion	intercommunion n.亲密交往;互相来往;交流;各教派间举行的圣餐
intercommunity	intercommunity n.共同性;共有
interconnect	interconnect vt.使互相连接
interconnection	interconnection n.互相连络
intercontinental	intercontinental a.大陆间的;洲际的
intercostal	intercostal a.脉间的
intercourse	intercourse n.交往;交流
intercultural	intercultural a.不同文化间的
intercurrent	intercurrent a.中间发生的;并发的;间发的
interdental	interdental a.牙齿之间的;舌头放在上下牙齿间发音的
interdependence	interdependence n.互相依赖
interdependent	interdependent a.相互依赖的;互助的
interdict	interdict vt.禁止;停止;制止 n.禁令;禁止
interdiction	interdiction n.禁止;停止;禁止产宣告
interdictory	interdictory a.禁止的;停止的;禁令的
interdisciplinary	interdisciplinary n.跨学科
interelectrode	interelectrode n.极间
interest	interest n.兴趣;嗜好;利息;利益;爱好;趣味;势力 vt.使感兴趣;与...有关系
interested	interested a.感兴趣的
interesting	interesting a.有趣的
interface	interface n.分界面;接触面 n.界面
interfacial	interfacial a.界面的
interfere	interfere vi.妨碍;冲突;干涉;抵触
interference	interference n.冲突;干涉
interfering	interfering vbl.妨碍
interferometer	interferometer n.干涉计
interferon	interferon n.干扰素
interfix	interfix n.交接
intergalactic	intergalactic a.银河间的
interglacial	interglacial a.间冰期的
interim	interim a.中间的;暂时的;临时的;间歇的 n.中间时期;过渡时期;暂定
interior	interior n.内部;内政 a.内部的;心灵的
interiorly	interiorly ad.在内部;在国内;在内地
interject	interject vt.插嘴;突然插入
interjection	interjection n.感欢词;插入之语词
interjectional	interjectional a.叫声的;感叹词的
interjectory	interjectory a.插嘴
interlace	interlace vt.使交织;使组合;使交错 vi.交错;交织
interlard	interlard vt.使混杂;混入
interlay	interlay vt.插入中间;插于中间装饰
interleaf	interleaf n.插入的空白纸;插页
interleave	interleave vt.插入纸
interleaving	interleaving n.插入
interline	interline vt.写在行间;插写进去;印刷于行间
interlinear	interlinear a.写在行间的;隔一行书写原文和译文的
interlining	interlining n.夹层
interlink	interlink n.DOS命令;双机联接的支持程序
interlnk	interlnk n.DOS命令;双机联接的支持程序
interlock	interlock vt.vi.(使)连结;(使)联锁 n.联锁;连结
interlocking	interlocking a.联锁的
interlocution	interlocution n.对话;会谈;问答
interlocutor	interlocutor n.对话者;对谈者
interlocutory	interlocutory a.对话的;对话体的;中间的
interlude	interlude n.幕间;幕间时间;插曲;穿插;过场
interlunar	interlunar a.看不见月亮期间的
intermarriage	intermarriage n.通婚;异族结婚;近亲结婚
intermarry	intermarry vi.通婚;近亲结婚
intermediary	intermediary n.仲裁者;调解者;媒介物;中间人 a.中间的;媒介的
intermediate	intermediate n.中间物;调停者 a.中间的;中级的 vi.起媒介作用 n.中级
intermediation	intermediation n.调解;调停;仲裁
intermediator	intermediator n.中间人;调解者;仲裁者
intermedium	intermedium n.媒介
interment	interment n.埋葬;土葬
intermezzo	intermezzo n.插曲;幕间剧;间乐曲
interminable	interminable a.无限的;冗长的
intermingle	intermingle vi.混入;渗入;掺杂 vt.使混合
intermission	intermission n.中止;中断;停顿;间歇
intermit	intermit vi.暂时停止;中断 vt.使间断
intermittence	intermittence n.时断时续;断续性;间歇性
intermittent	intermittent a.间歇的;断断续续的
intermix	intermix vt.vi.(使)混和;(使)混杂
intermixture	intermixture n.混合;混合物
intern	intern n.实习医师;被拘留者 vi.作实习医师 vt.拘留;扣留
internal	internal a.内在的;国内的
internality	internality n.内在;内在性
internalise	internalise vt.使内在化
internalize	internalize vt.使内在化
international	international a.国际的 n.国别设定
internationalism	internationalism n.国际主义;国际性
internationalist	internationalist n.国际主义者;国际法学家
internationalization	internationalization 计算机]国际化
internationalise	internationalise vt.使国际化;置于国际管理下
internationalize	internationalize vt.使国际化;置于国际管理下
internationally	internationally ad.国际性地;在国际间
interne	interne n.实习医师
internecine	internecine a.互相残杀的;两败俱伤的;致命的
internee	internee n.被拘留者
internet	internet n.国际信息通信网
internist	internist n.内科医师
internship	internship n.实习医师的地位
internuncio	internuncio n.罗马教宗的代理使节;教廷公使
interoceanic	interoceanic a.大洋间的
interosculate	interosculate vi.接合;结合;联系;有共同点
interpersonal	interpersonal a.人与人之间的;关于人与人之间关系的
interphone	interphone n.对讲机
interplanetary	interplanetary a.行星间的;太阳系内的
interplay	interplay n.互相作用;作用和反作用 vi.互相作用
interplead	interplead vi.vt.(使)互相诉讼
Interpol	Interpol n.国际警察组织
interpolate	interpolate vt.vi.窜改;插入新语句;添写进去
interpolated	interpolated a.以内插值替换的
interpolation	interpolation n.窜改;添写;插补
interpolator	interpolator n.内插器
interpole	interpole n.间极
interpose	interpose vt.插入;介于...二者间;干涉 vi.插嘴;干预
interposition	interposition n.插入中间;介入;干涉
interpret	interpret vt.解释;演出;翻译 vi.翻译;解释
interpretable	interpretable a.可说明的;可翻译的;可判断的
interpretation	interpretation n.解释;演出;翻译
interpretative	interpretative a.作为说明的;解释的
interpreter	interpreter n.直译程序;解释者;翻译员 n.注释器
interpretress	interpretress n.女翻译员
interracial	interracial a.人种间的;人种混合的
interregnum	interregnum n.空位期间;空白期间;中断
interrelate	interrelate vt.vi.(使)相互关连
interrelated	interrelated a.相关的
interrelation	interrelation n.相互关系
interrelationship	interrelationship n.相护关系
interrogate	interrogate vt.质问;讯问;审问 vi.提出问题
interrogation	interrogation n.审问;问号
interrogative	interrogative n.疑问词;疑问字 a.疑惑的;疑问的
interrogator	interrogator n.讯问者;质问者
interrogatory	interrogatory a.疑问的;质问的;讯问的 n.疑问;质问;质询
interrupt	interrupt vt.中断;妨碍;插嘴 vi.打断 n.中断
interrupter	interrupter n.遮断者;阻碍者;断续器
interruption	interruption n.打岔;中断;中断之事
interscholastic	interscholastic a.学校间的;校际的
intersect	intersect vt.横断 vi.交错;相交
intersected	intersected a.分割的
intersection	intersection n.交集;十字路口;交叉点
intersex	intersex n.阴阳人;兼具两性特征者
intersexual	intersexual a.两性间的
intersperse	intersperse vt.散布;点缀
interspersion	interspersion n.散布;散置;点缀
interstate	interstate a.州际的
interstellar	interstellar a.星际的
interstice	interstice n.空隙;裂缝
interstitial	interstitial a.空隙的;裂缝的;有空隙的
interstratify	interstratify vt.放在层间;安排于隔层之间
intersvr	intersvr n.启动一个interlnk服务器
interties	interties n.互结
intertribal	intertribal a.部族间的
intertropical	intertropical a.热带的;热带地方之间的
intertwine	intertwine vt.vi.(使)纠缠;(使)缠绕
intertwining	intertwining adj.盘结
interurban	interurban a.都市间的 n.市间铁路
interval	interval n.间隔;距离;间歇;间隙 n.时间间隔
intervale	intervale n.丘陵间低地
intervene	intervene vi.插入;调停;干涉
intervenient	intervenient a.介于其间的
intervention	intervention n.插入;介入;调停
interventionist	interventionist n.干涉主义者 a.干涉主义的
interview	interview n.面谈;访问;接见 vt.接见;会见
interviewee	interviewee n.被接见者;被访问者
interviewer	interviewer n.会见者;面谈者;访问记者
intervocalic	intervocalic a.母音间的
interweave	interweave vt.vi.(使)交织;织进;(使)混杂
interweave with	interweave with v.使混杂
interwoven	interwoven adj.护相编织
intestacy	intestacy n.未留遗嘱而死亡
intestate	intestate a.没有遗嘱的;不能根剧遗嘱处分的 n.无遗嘱的死亡者
intestinal	intestinal a.肠的;肠内的;内部的
intestine	intestine a.内部的;国内的 n.肠
intimacy	intimacy n.亲密;熟悉;亲昵行为
intimate	intimate a.亲密的;私人的;秘密的 vt.暗示;通知;告诉 n.熟友
intimately	intimately ad.亲切地;亲密地;个人性地
intimation	intimation n.暗示;讽示;通知
intimidate	intimidate vt.威胁;恐吓;胁迫
intinction	intinction n.圣餐的面包醮葡萄酒
intitule	intitule vt.以...为标题;称为
into	into prep.进入...之内;深入...之中;成为...状况
intolerable	intolerable a.无法忍受的;难耐的
intolerably	intolerably ad.到难耐的程度;无法忍受的程度
intolerance	intolerance n.不宽容;偏狭;不容许相反的言论
intonation	intonation n.朗诵;语调;唱
intone	intone vt.vi.吟咏
intoxicant	intoxicant n.使醉的东西 a.使醉的
intoxicate	intoxicate vt.使陶醉;醉人
intoxication	intoxication n.使醉;沉醉状态;梦中
intra-cellular	intra-cellular n.细胞内
intractable	intractable a.不听话的;倔强的;棘手的
intramural	intramural a.校内的;内部的
intranquil	intranquil a.不安的
intransigent	intransigent a.非妥协性的 n.不妥协的人
intransitive	intransitive a.不及物的
intrastate	intrastate a.州内的
intrauterine	intrauterine a.子宫内的
intravenous	intravenous a.静脉内的
intrepid	intrepid a.无畏的;勇猛的;豪勇的
intrepidity	intrepidity n.无畏;勇猛;大胆
intricacy	intricacy n.纷乱;复杂;错综
intricate	intricate a.复杂的;错综的;缠结的;难懂的
intrigue	intrigue n.阴谋;复杂的事 vi.密谋;私通 vt.激起...的兴趣;用诡计取得
intrigue with	intrigue with v.与...私通
intriguing	intriguing a.吸引人的;有趣的
intrinsic	intrinsic a.本质的;原有的;真正的
intro	intro n.简介
introduce	introduce vt.介绍;引入;采用;输入
introducer	introducer n.介绍人;输入者;创始者
introducing	introducing vbl.介绍;引介
introduction	introduction n.介绍;传入;初步
introductory	introductory a.介绍的;引导的;开端的
